DistanceKm,DurationMin,Weight,Volume,CarType,FinalPrice
194,380,6861,11,Tented truck,16608
66,143,6862,57,Dump truck,10828
26,42,3293,41,Medium van,4041
145,252,5713,60,Isothermal van,10363
77,130,9601,9,Refrigerator,11196
61,100,580,8,Medium van,2834
191,337,5148,26,Refrigerator,13831
126,214,8369,51,Medium van,11671
53,109,1537,47,Refrigerator,6884
174,295,4181,10,Furniture van,8667
190,306,2130,22,Refrigerator,11111
171,214,3814,44,Furniture van,11209
94,163,4231,55,Refrigerator,10444
164,292,1987,41,Tented truck,12811
95,141,8905,28,Tented truck,12109
58,120,2650,45,Medium van,5790
31,39,4514,34,Small van,4662
92,191,4876,38,Small van,5848
180,378,1322,52,Refrigerator,12764
87,184,5566,46,Tented truck,12370
71,94,2405,9,Isothermal van,4687
187,278,92,28,Furniture van,7640
38,71,2520,24,Small van,3111
91,125,1145,53,Small van,4099
171,334,5877,59,Tented truck,17524
167,311,9021,22,Dump truck,17560
113,160,829,30,Dump truck,9558
38,77,6341,17,Medium van,5256
129,263,2837,16,Small van,4976
127,182,3960,6,Isothermal van,8749
54,85,1621,32,Furniture van,4288
78,153,525,20,Refrigerator,5453
165,270,3218,48,Refrigerator,13913
71,134,4259,22,Tented truck,8525
173,276,2806,39,Isothermal van,11628
84,123,9339,28,Furniture van,9554
126,175,2851,9,Dump truck,12299
114,227,9729,38,Small van,9857
115,210,3094,60,Tented truck,12300
44,70,3693,1,Dump truck,6238
27,33,5993,44,Medium van,6266
65,97,1545,22,Furniture van,4297
37,73,5823,30,Medium van,5953
157,230,9437,11,Tented truck,16481
36,76,6486,44,Medium van,6654
120,165,8490,12,Medium van,9198
54,74,7755,17,Small van,5785
39,54,2463,51,Medium van,3912
110,223,3196,57,Small van,7150
57,74,8551,44,Refrigerator,10930
144,265,4577,2,Small van,5254
171,268,9986,28,Medium van,11180
107,194,9551,10,Dump truck,12326
42,80,8289,9,Furniture van,7006
176,331,5458,24,Refrigerator,13157
178,237,5779,11,Isothermal van,11831
135,235,3947,30,Furniture van,8171
51,79,3332,32,Refrigerator,7519
183,317,8863,59,Medium van,13123
168,347,9115,17,Refrigerator,15284
8,16,8355,4,Tented truck,6169
152,184,1049,18,Refrigerator,10081
75,95,36,54,Dump truck,7865
31,66,1149,56,Isothermal van,4720
129,173,1806,56,Dump truck,14722
41,74,3080,22,Furniture van,4388
69,128,2892,1,Dump truck,7365
81,113,2271,40,Tented truck,9422
53,99,5479,54,Medium van,6327
174,285,1937,26,Furniture van,7938
43,51,4437,6,Dump truck,6217
109,238,5456,17,Dump truck,11961
186,382,3604,18,Isothermal van,10440
139,267,4964,7,Isothermal van,9818
64,131,5720,54,Isothermal van,7909
96,118,1079,39,Small van,4010
165,331,9912,48,Furniture van,12666
163,249,9417,60,Medium van,11247
105,173,7455,22,Medium van,8727
10,20,5490,20,Tented truck,6108
181,325,8781,36,Medium van,12052
108,231,1956,47,Small van,4908
130,185,4212,12,Tented truck,12831
144,221,88,14,Isothermal van,6245
183,249,4850,47,Furniture van,9740
80,98,5487,5,Tented truck,9794
52,94,2056,42,Furniture van,5276
105,178,5155,21,Tented truck,12228
186,356,3628,12,Tented truck,15372
62,102,7749,16,Refrigerator,7999
175,232,7054,38,Tented truck,17320
87,139,4980,17,Tented truck,11228
171,249,2946,30,Medium van,8167
29,51,3381,37,Isothermal van,4871
127,238,1451,44,Dump truck,13384
94,172,2626,17,Furniture van,5517
175,260,294,1,Isothermal van,8839
151,318,72,37,Dump truck,15028
43,89,9934,43,Small van,7473
174,227,8664,15,Medium van,9360
12,24,4031,10,Furniture van,3880
13,27,8184,56,Tented truck,7696
111,223,5458,54,Isothermal van,11031
159,194,2302,10,Furniture van,8350
133,245,4179,20,Tented truck,13805
38,76,1506,16,Tented truck,5081
140,272,2941,48,Refrigerator,10345
140,204,1640,32,Small van,4837
108,220,4104,3,Tented truck,9868
75,161,9096,8,Refrigerator,9336
71,128,3767,19,Furniture van,5476
106,213,1075,30,Isothermal van,7699
8,10,9074,18,Isothermal van,5926
102,124,3814,29,Refrigerator,10128
108,139,9385,28,Medium van,9860
120,145,9574,17,Small van,7545
144,275,723,7,Medium van,5307
172,207,424,50,Tented truck,13693
119,149,3157,25,Refrigerator,10321
120,255,7242,18,Furniture van,8360
177,368,4993,28,Dump truck,15513
92,115,5809,6,Dump truck,10504
179,282,3197,31,Medium van,7450
73,131,5825,18,Dump truck,11365
12,15,4601,35,Dump truck,6401
6,12,4279,43,Furniture van,4749
181,246,9106,41,Tented truck,18279
189,343,6636,46,Furniture van,13113
125,188,8260,26,Small van,7531
23,31,1101,40,Furniture van,3617
53,65,7057,32,Isothermal van,8099
132,234,165,3,Dump truck,12332
48,83,7438,42,Refrigerator,10047
82,127,7449,36,Refrigerator,9736
142,183,4679,29,Refrigerator,12145
125,188,3258,36,Isothermal van,8604
62,118,2370,25,Furniture van,4882
199,336,4264,11,Tented truck,18666
63,104,2176,47,Furniture van,6244
176,321,1295,25,Dump truck,14554
51,71,4338,38,Tented truck,7497
158,332,8313,42,Refrigerator,14441
189,276,5084,46,Refrigerator,14275
27,32,8070,33,Tented truck,9118
164,303,4117,31,Isothermal van,12265
4,6,7578,8,Refrigerator,4999
89,110,5188,17,Refrigerator,9921
186,231,563,8,Medium van,6853
77,165,5106,22,Isothermal van,7447
136,218,7709,23,Tented truck,13973
44,87,6324,40,Isothermal van,8053
95,193,5578,32,Furniture van,7292
179,324,8968,39,Dump truck,17955
113,211,8062,56,Refrigerator,14787
89,166,1083,27,Small van,3587
148,234,3555,11,Isothermal van,10154
154,287,2015,38,Furniture van,7304
67,111,4015,60,Isothermal van,6606
114,217,611,6,Isothermal van,6208
177,315,1222,58,Furniture van,8630
49,75,8684,7,Small van,6558
39,74,9250,17,Small van,7391
14,29,8293,26,Medium van,5974
116,235,259,49,Tented truck,11061
73,130,9190,30,Small van,8306
154,294,7721,47,Small van,9111
87,116,1171,42,Dump truck,10836
136,229,4149,57,Dump truck,16292
106,172,8195,9,Furniture van,9284
110,221,5732,42,Small van,7834
166,307,9506,11,Small van,10669
123,181,8352,52,Small van,8150
45,74,4166,19,Furniture van,5412
168,353,1821,49,Refrigerator,11042
145,259,1298,49,Dump truck,12460
175,325,9952,59,Tented truck,16831
33,44,5018,45,Small van,4863
143,207,5210,6,Isothermal van,9186
199,244,9947,39,Furniture van,12022
183,355,6099,47,Small van,8993
64,129,1438,55,Refrigerator,7372
63,88,8296,44,Medium van,9160
40,58,1357,6,Medium van,2509
14,27,9132,17,Refrigerator,8322
30,63,3071,26,Dump truck,6605
60,107,2462,49,Dump truck,9032
186,360,2154,34,Medium van,9384
161,289,7385,44,Tented truck,16146
133,275,1634,27,Tented truck,13025
111,219,1841,23,Isothermal van,6350
20,42,2837,18,Dump truck,4592
9,15,3231,57,Furniture van,4890
22,43,4684,26,Dump truck,6805
179,390,6404,32,Small van,9229
159,300,846,57,Isothermal van,10098
161,256,1516,27,Dump truck,13174
196,337,8177,11,Tented truck,20344
10,21,3945,58,Refrigerator,6474
101,186,2656,29,Tented truck,9824
83,172,5046,32,Refrigerator,8483
34,66,3744,43,Isothermal van,5798
68,94,7900,50,Dump truck,10429
159,329,4012,1,Tented truck,12311
195,413,7001,3,Small van,8114
67,94,9292,18,Dump truck,11584
97,183,3226,25,Isothermal van,6372
140,251,1916,60,Small van,5866
27,47,9330,58,Isothermal van,9264
22,43,1625,35,Small van,2468
105,135,4096,9,Isothermal van,7673
152,225,9633,19,Isothermal van,11322
14,24,6478,41,Furniture van,6466
87,145,8954,15,Tented truck,12949
123,203,6850,50,Medium van,9722
107,232,3605,23,Small van,5130
27,38,3069,41,Medium van,4100
124,264,3284,40,Tented truck,13328
3,6,5924,55,Furniture van,6380
149,282,3069,41,Isothermal van,9527
24,42,3867,16,Isothermal van,4995
140,177,3754,34,Refrigerator,10353
104,160,1399,31,Small van,4520
104,158,8614,44,Small van,7351
122,229,9975,34,Medium van,11429
112,211,5139,5,Refrigerator,11074
31,64,3871,37,Furniture van,4585
198,401,7215,30,Dump truck,19422
135,190,923,34,Isothermal van,6950
131,206,6403,45,Tented truck,12521
169,249,4103,50,Small van,8819
78,159,1740,15,Refrigerator,7156
121,255,5792,52,Isothermal van,11788
76,154,3226,27,Refrigerator,8675
164,208,4162,17,Tented truck,14178
181,278,2357,59,Medium van,7910
191,370,2578,20,Medium van,9089
21,28,8434,10,Small van,4908
35,62,6218,59,Small van,6627
125,208,4730,57,Tented truck,12098
170,250,7225,15,Small van,9498
6,8,4465,56,Medium van,4947
137,236,8217,1,Furniture van,9621
145,244,7495,25,Medium van,9758
122,153,2391,1,Medium van,4946
93,167,7365,21,Small van,7939
146,196,1253,49,Dump truck,12583
13,28,900,60,Dump truck,5570
137,291,6026,43,Medium van,9321
154,213,3050,54,Furniture van,9811
54,118,375,25,Tented truck,5756
43,75,6116,8,Refrigerator,6889
122,199,8419,6,Refrigerator,10352
42,78,9163,20,Tented truck,9334
43,56,7854,22,Tented truck,10214
186,339,7386,55,Isothermal van,14822
99,154,6837,27,Furniture van,9094
162,202,5585,4,Small van,7070
16,31,5182,26,Tented truck,5683
104,145,790,31,Dump truck,10585
48,74,8473,10,Refrigerator,7565
145,303,6978,13,Tented truck,16450
96,210,3428,27,Medium van,6530
52,91,1943,41,Isothermal van,5482
153,206,2755,28,Refrigerator,10609
65,112,1311,55,Medium van,4745
183,273,58,27,Furniture van,8124
129,225,3117,1,Dump truck,11687
152,307,8991,3,Isothermal van,13308
44,79,9280,29,Furniture van,8905
198,330,5568,13,Isothermal van,13798
120,220,3120,36,Isothermal van,8688
18,33,831,31,Furniture van,2439
98,170,560,59,Medium van,5230
74,151,9627,5,Dump truck,13351
31,62,8539,45,Tented truck,8577
75,163,7249,57,Furniture van,8631
156,272,10000,22,Isothermal van,14067
99,134,7835,40,Refrigerator,10818
133,285,3321,41,Small van,6099
63,105,8717,1,Tented truck,8898
119,165,4407,49,Small van,6061
32,59,5158,3,Isothermal van,5301
166,271,8455,57,Refrigerator,17587
135,172,2945,48,Refrigerator,11162
146,209,3667,36,Furniture van,9447
102,219,438,41,Small van,4028
183,378,7032,18,Isothermal van,12181
184,340,2829,15,Tented truck,15208
32,65,4183,19,Refrigerator,5194
45,79,1148,20,Isothermal van,3776
39,83,49,8,Refrigerator,3494
173,344,5692,7,Refrigerator,15254
187,410,5258,36,Refrigerator,12953
167,357,4234,8,Furniture van,7974
84,183,4142,28,Medium van,6685
48,103,2644,59,Small van,4960
187,257,8308,32,Tented truck,19314
16,29,9544,15,Refrigerator,6543
78,116,9429,19,Furniture van,10123
189,373,8709,7,Dump truck,20111
134,233,5053,40,Dump truck,15591
90,146,226,51,Tented truck,8995
158,217,1420,45,Tented truck,12038
196,365,1047,13,Tented truck,14342
88,180,2906,27,Tented truck,8519
114,232,2658,8,Small van,4780
118,192,1151,33,Furniture van,5809
197,332,5299,60,Refrigerator,17106
147,201,7432,6,Dump truck,13577
83,129,8035,2,Dump truck,10988
12,17,2980,32,Refrigerator,4416
165,215,6664,55,Medium van,11642
195,271,7405,30,Small van,9091
58,122,1916,10,Small van,3228
196,255,8357,50,Dump truck,21651
147,230,1282,53,Small van,5660
172,357,9951,39,Refrigerator,18664
176,349,5107,10,Small van,6527
64,140,9040,9,Furniture van,7431
82,168,2656,53,Dump truck,11393
176,285,520,40,Refrigerator,11466
197,244,8712,10,Small van,10114
180,324,1924,22,Tented truck,12778
51,75,3181,58,Refrigerator,6720
65,139,4070,18,Medium van,5719
104,137,9016,38,Refrigerator,12519
25,36,42,2,Tented truck,2900
174,277,1436,41,Refrigerator,10701
178,372,90,56,Tented truck,12851
25,37,7771,24,Tented truck,9018
78,139,3657,45,Small van,5084
126,212,6878,32,Furniture van,10155
18,28,4009,28,Medium van,4309
116,248,7040,33,Refrigerator,11592
110,212,4527,36,Furniture van,8546
182,276,198,60,Refrigerator,12087
116,223,9441,17,Furniture van,9589
137,267,2033,11,Dump truck,13628
20,43,6966,56,Medium van,5666
31,46,9791,10,Small van,5956
1,1,8590,48,Tented truck,7333
79,168,7965,47,Dump truck,12414
185,404,7536,44,Isothermal van,13569
42,91,9520,26,Tented truck,10071
163,326,4275,19,Medium van,8755
103,203,3929,15,Refrigerator,10346
68,88,1622,47,Tented truck,7079
190,307,8677,44,Isothermal van,13364
124,217,721,40,Refrigerator,7959
85,177,6948,49,Medium van,7606
125,259,3633,18,Refrigerator,8975
69,107,5640,60,Small van,7195
137,271,1025,22,Furniture van,6366
103,204,5011,17,Dump truck,10766
102,218,5408,35,Medium van,8670
96,157,6342,23,Isothermal van,8267
45,70,3936,19,Refrigerator,6975
27,34,9268,55,Refrigerator,9182
103,192,3632,50,Isothermal van,8450
145,257,2280,56,Tented truck,11572
193,419,803,3,Small van,5164
171,289,9036,24,Tented truck,17864
9,11,6104,43,Furniture van,5995
185,357,2072,51,Medium van,9809
108,237,231,23,Small van,3226
78,118,3570,59,Small van,5549
61,77,6532,14,Medium van,5449
28,56,6081,18,Furniture van,4882
12,23,5780,40,Medium van,5407
140,200,6073,30,Dump truck,14828
126,184,9288,17,Furniture van,11723
14,24,9721,14,Isothermal van,7632
31,44,4807,36,Isothermal van,5663
19,27,4016,11,Tented truck,4502
68,138,2979,40,Small van,4988
150,188,1808,18,Tented truck,13403
165,325,2469,12,Isothermal van,9051
181,316,8697,38,Refrigerator,15701
75,124,6923,44,Isothermal van,7764
164,226,2503,4,Small van,5215
138,280,4615,32,Medium van,7661
31,41,8807,35,Dump truck,8723
166,285,535,7,Refrigerator,9290
11,14,4146,50,Tented truck,6158
10,21,5377,19,Furniture van,4180
20,24,6257,31,Furniture van,6022
61,89,3507,50,Dump truck,10037
70,147,7843,1,Isothermal van,6861
61,99,6249,29,Medium van,5975
77,151,3502,6,Furniture van,5249
178,337,1945,29,Dump truck,13568
147,280,7201,60,Small van,9639
140,173,8353,8,Isothermal van,11943
75,98,7021,26,Dump truck,10587
105,147,3830,10,Furniture van,6326
186,298,9764,14,Dump truck,19168
99,139,9295,18,Refrigerator,10067
174,331,2904,16,Dump truck,16262
151,260,7660,25,Tented truck,14493
62,91,5314,12,Medium van,6277
79,97,1565,41,Furniture van,6240
110,205,8837,12,Medium van,9250
102,173,9947,42,Refrigerator,14018
83,108,2054,59,Medium van,6156
94,175,1179,46,Tented truck,9531
151,210,4441,13,Refrigerator,10931
16,20,5202,53,Tented truck,7520
20,26,5374,41,Refrigerator,6796
31,37,161,7,Tented truck,4172
131,166,5180,50,Isothermal van,9412
34,52,1108,39,Refrigerator,4941
189,285,190,15,Furniture van,8598
10,18,4016,42,Dump truck,6618
200,406,4395,10,Tented truck,16577
17,34,9528,9,Furniture van,6152
124,177,8336,12,Refrigerator,12701
112,136,8259,38,Isothermal van,10037
196,255,7714,45,Refrigerator,15758
48,74,3441,32,Small van,4417
154,262,7232,23,Furniture van,11440
155,287,296,5,Small van,3577
144,251,789,2,Furniture van,6589
59,92,4415,55,Small van,6459
100,171,8389,30,Dump truck,13778
180,337,9545,9,Isothermal van,14037
13,23,400,13,Small van,1217
178,274,4443,8,Refrigerator,13191
115,225,1316,41,Dump truck,13169
185,303,9580,44,Isothermal van,12981
156,330,8179,32,Medium van,11787
41,56,2496,22,Medium van,3223
195,322,8146,13,Dump truck,17733
102,147,8501,4,Tented truck,11817
90,135,9328,45,Furniture van,10292
172,362,3252,58,Dump truck,17746
165,307,9400,40,Furniture van,14215
185,403,1168,40,Small van,5651
79,99,9214,57,Furniture van,11206
113,188,8122,57,Small van,8172
149,271,9480,4,Dump truck,17877
92,193,8229,27,Furniture van,9554
80,112,9636,53,Isothermal van,11200
2,3,3061,53,Furniture van,3915
18,35,9818,14,Tented truck,8793
62,81,7116,60,Small van,7570
121,205,820,12,Furniture van,5481
75,95,7945,51,Isothermal van,9162
162,243,1065,24,Furniture van,8077
83,160,5376,6,Isothermal van,7411
139,241,584,28,Refrigerator,10001
30,51,2718,27,Small van,3349
16,33,1311,1,Medium van,1588
67,93,4927,18,Tented truck,8335
71,93,1854,60,Dump truck,8445
181,326,2824,51,Tented truck,15034
182,238,1114,32,Furniture van,8648
138,290,4168,13,Tented truck,12742
194,351,9577,19,Furniture van,11494
165,232,913,45,Tented truck,12102
167,247,9919,42,Furniture van,13014
44,78,21,52,Isothermal van,4881
167,276,3906,32,Medium van,9438
56,82,2523,5,Tented truck,6004
125,188,8306,60,Dump truck,17479
103,158,3914,18,Isothermal van,7779
30,41,6854,35,Tented truck,7723
3,4,1213,34,Isothermal van,2536
99,173,4455,24,Isothermal van,7935
53,80,5177,55,Furniture van,7228
175,276,256,20,Furniture van,8241
96,171,591,16,Small van,3351
104,185,7704,38,Dump truck,15374
149,199,4192,24,Medium van,7525
6,7,7317,15,Furniture van,5192
56,96,5927,26,Small van,6283
140,270,6595,22,Dump truck,14387
98,130,4546,54,Furniture van,8945
147,271,7495,45,Tented truck,17592
52,104,9159,45,Dump truck,11937
85,151,2154,51,Furniture van,6691
155,194,2595,48,Isothermal van,8509
48,88,1894,8,Furniture van,3846
127,248,8683,27,Refrigerator,12968
147,256,2482,15,Medium van,7035
91,150,3887,39,Tented truck,10024
140,222,885,20,Small van,4396
179,317,5665,15,Tented truck,18035
161,241,6139,26,Tented truck,14898
115,142,8141,49,Medium van,10419
68,84,1654,40,Medium van,4939
143,173,8648,53,Furniture van,11332
28,49,754,48,Isothermal van,3911
166,237,2986,16,Dump truck,16936
86,141,7549,43,Small van,8304
194,337,3829,33,Isothermal van,10478
17,34,878,19,Tented truck,3981
72,157,24,29,Isothermal van,4204
17,24,8570,58,Refrigerator,8960
138,220,4782,7,Furniture van,8241
194,236,2930,19,Small van,5998
22,35,13,30,Dump truck,4216
170,283,7479,5,Tented truck,17648
195,241,927,4,Medium van,7476
8,13,2734,35,Refrigerator,4708
143,217,7475,33,Small van,9608
69,86,7867,45,Refrigerator,11339
4,8,843,54,Furniture van,3435
142,305,8289,23,Small van,7872
15,19,3764,17,Refrigerator,4768
19,32,3833,35,Tented truck,5371
73,121,2165,40,Refrigerator,6955
40,81,309,47,Medium van,3734
61,84,621,10,Small van,2452
90,152,6582,26,Dump truck,12011
94,166,6685,45,Isothermal van,8870
122,203,3032,51,Tented truck,11737
24,49,9100,26,Medium van,6810
9,13,9556,27,Tented truck,7795
66,84,4131,11,Furniture van,5600
192,281,9822,3,Tented truck,16552
2,2,4480,16,Tented truck,4016
199,434,4056,57,Isothermal van,11325
117,165,1473,37,Tented truck,10665
20,38,1763,36,Furniture van,3121
59,126,6677,4,Isothermal van,6577
179,370,5229,37,Small van,8415
197,341,5990,42,Isothermal van,12466
170,348,3135,32,Tented truck,14796
186,288,5735,27,Furniture van,11704
136,294,4532,46,Small van,7558
77,144,7801,24,Furniture van,9064
57,121,870,17,Tented truck,6270
124,236,9030,40,Medium van,9723
115,247,7832,6,Dump truck,13648
27,33,7737,36,Furniture van,6545
156,189,6679,37,Isothermal van,11187
157,232,4513,9,Furniture van,7562
7,10,1314,24,Small van,1994
70,137,3139,21,Medium van,5350
144,185,7467,6,Dump truck,15712
182,317,4362,44,Isothermal van,11369
195,412,4760,24,Small van,9002
158,261,9328,16,Refrigerator,13645
150,265,6646,58,Isothermal van,12960
121,215,8427,13,Furniture van,9112
29,37,7687,40,Tented truck,8982
109,167,3501,54,Small van,5434
163,326,5565,35,Dump truck,18341
141,183,8950,60,Dump truck,15559
88,128,484,32,Small van,3446
128,252,8795,4,Isothermal van,10593
158,289,7640,11,Small van,9176
122,205,1271,40,Refrigerator,10363
111,138,2721,37,Refrigerator,8602
28,52,2756,35,Refrigerator,5587
104,220,4216,56,Small van,6047
144,305,4566,53,Isothermal van,11048
7,11,3504,59,Isothermal van,4299
103,135,6491,3,Tented truck,12388
195,242,9637,20,Isothermal van,12748
2,3,1901,19,Refrigerator,2758
189,293,4110,60,Refrigerator,15187
35,68,2445,18,Refrigerator,5195
172,298,2219,18,Dump truck,13819
155,205,8908,31,Refrigerator,12635
105,201,4751,33,Isothermal van,9051
195,382,3113,46,Dump truck,17812
60,120,5973,45,Dump truck,11564
84,162,541,16,Furniture van,4618
117,243,9090,54,Small van,10781
125,235,6995,16,Refrigerator,11004
123,152,9015,7,Furniture van,10359
39,46,7178,44,Medium van,6021
176,349,9369,28,Small van,11193
193,352,7090,24,Dump truck,20241
93,179,9832,28,Dump truck,13805
120,168,4611,13,Tented truck,10116
180,272,4738,9,Tented truck,16901
180,383,6027,52,Refrigerator,17179
166,337,9108,58,Dump truck,17855
99,171,2370,35,Refrigerator,8456
11,21,6376,36,Tented truck,6480
4,5,2943,20,Dump truck,3790
89,153,3553,60,Small van,5313
35,56,3525,4,Dump truck,6256
97,142,2173,57,Tented truck,11595
116,216,989,21,Medium van,4906
139,292,6656,44,Dump truck,16093
195,370,6375,57,Refrigerator,18240
99,155,3581,18,Small van,4310
